time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.57903	18.8398	4.92503	3.8011	0.474685	radar	1.65789	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40945	18.7084	4.86102	3.82482	0.476523	lidar	1.03477	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.2439	18.5641	4.72336	3.84792	0.470957	radar	1.06121	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13369	18.4133	4.59272	3.89138	0.497703	lidar	1.3429	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.93057	18.2414	4.9387	3.91724	0.511867	radar	7.05014	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.64694	18.095	5.10085	3.89727	0.454083	lidar	2.80142	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49625	17.9467	4.85703	3.91585	0.440759	radar	3.64316	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25379	17.7783	4.97885	3.91231	0.407801	lidar	1.17208	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.05922	17.5954	5.1434	3.93411	0.41677	radar	2.01176	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89022	17.476	5.05182	3.93991	0.401936	lidar	6.25517	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.73286	17.2613	5.21069	3.9818	0.436964	radar	2.40402	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.55791	17.0694	5.21209	4.00155	0.434528	lidar	0.0149826	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.40364	16.906	4.92658	4.01073	0.408477	radar	2.35832	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24599	16.7358	4.90383	4.02607	0.403284	lidar	0.508571	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.074	16.5384	4.84661	4.03762	0.386878	radar	4.58638	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91734	16.3094	4.90826	4.06393	0.39327	lidar	2.24491	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77296	16.133	4.79126	4.07647	0.38101	radar	0.578514	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56259	15.9666	4.86034	4.0616	0.34016	lidar	1.71616	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.423	15.7342	5.08534	4.09694	0.371039	radar	2.12943	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24545	15.5115	5.15416	4.10577	0.35812	lidar	0.617168	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08831	15.3198	5.07632	4.11161	0.340485	radar	1.01509	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.866126	15.0961	5.21403	4.09918	0.303015	lidar	1.82903	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.731372	14.9184	5.00915	4.1065	0.287207	radar	2.45711	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.64406	14.7097	4.93206	4.14314	0.314729	lidar	0.611465	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.521165	14.4668	5.12046	4.17464	0.340147	radar	1.87918	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.341574	14.2399	5.201	4.17231	0.315772	lidar	0.613732	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.196052	13.9851	5.44788	4.19518	0.332738	radar	1.85119	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.208541	13.7373	5.2642	4.27386	0.4096	lidar	4.55332	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0942226	13.494	5.34549	4.29467	0.412553	radar	0.432066	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0768153	13.2548	5.4151	4.28684	0.377093	lidar	0.950676	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.192317	13.0404	5.19789	4.29294	0.354721	radar	1.50409	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.171787	12.8246	5.01885	4.3604	0.418276	lidar	3.91572	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.281157	12.6001	4.8814	4.36601	0.394604	radar	2.71919	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.402212	12.3683	4.92495	4.36822	0.372528	lidar	0.379843	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.515716	12.1606	4.86428	4.36777	0.347725	radar	3.34755	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.590444	11.9488	4.82991	4.38536	0.348791	lidar	0.431949	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.710651	11.7187	4.85881	4.38211	0.322178	radar	2.75702	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.919623	11.4699	5.01163	4.33951	0.248053	lidar	4.59826	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.00754	11.2476	4.84011	4.34625	0.234148	radar	2.04979	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.19424	11.02	4.94566	4.31114	0.176141	lidar	2.66836	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28089	10.7713	5.13932	4.33338	0.200837	radar	1.47754	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41888	10.5114	5.22486	4.32561	0.17809	lidar	0.881921	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.52047	10.2447	5.35728	4.33908	0.18747	radar	1.00895	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61077	10.0354	5.28003	4.3469	0.187136	lidar	2.17287	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69547	9.80885	5.16455	4.3551	0.182608	radar	0.654946	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.7625	9.59334	5.09228	4.37149	0.19258	lidar	0.84704	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.88766	9.3349	5.26453	4.36796	0.180461	radar	2.36998	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97526	9.03492	5.35645	4.38244	0.185114	lidar	3.78885	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05241	8.81789	5.16374	4.38692	0.173545	radar	2.04159	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14945	8.56597	5.19452	4.38947	0.165683	lidar	0.0875734	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2869	8.30584	5.27626	4.37367	0.134766	radar	2.59223	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.3199	8.08123	5.17014	4.40225	0.162753	lidar	1.00622	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36761	7.87705	5.03495	4.41928	0.174136	radar	5.42886	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48971	7.62218	5.11877	4.40678	0.147316	lidar	0.776394	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64798	7.38653	5.03853	4.3689	0.0802993	radar	5.17202	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75696	7.13049	5.10352	4.36354	0.0678861	lidar	0.375323	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.8134	6.8993	5.13645	4.38547	0.0988626	radar	1.76213	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84013	6.70485	4.97014	4.41101	0.126128	lidar	2.16633	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.8797	6.49774	4.73815	4.42266	0.123761	radar	2.97464	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.93716	6.26576	4.7358	4.43354	0.129248	lidar	0.134974	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06667	6.00947	4.91998	4.41526	0.101008	radar	4.28165	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16405	5.72418	5.05346	4.41202	0.0884776	lidar	2.11404	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27315	5.47693	4.98805	4.39157	0.0443767	radar	2.27584	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38026	5.2081	5.0948	4.38325	0.0301989	lidar	0.795147	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.44818	4.96219	5.13386	4.39615	0.0502749	radar	0.235222	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58041	4.6663	5.32617	4.37978	0.025929	lidar	2.10326	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69152	4.41071	5.27787	4.35984	-0.0156831	radar	2.06548	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83954	4.12397	5.45868	4.33916	-0.039656	lidar	1.98774	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91202	3.88838	5.42154	4.35541	-0.00493122	radar	1.47476	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9741	3.66895	5.28291	4.36436	0.00553393	lidar	0.956758	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06149	3.4812	5.08207	4.35193	-0.0208869	radar	4.06586	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15261	3.23795	5.09889	4.35099	-0.0208236	lidar	0.0195054	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27375	2.97481	5.18823	4.33444	-0.0493496	radar	0.788395	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37019	2.69095	5.30297	4.33657	-0.0442144	lidar	1.24	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45425	2.44411	5.28872	4.3434	-0.0273059	radar	0.212419	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56444	2.16896	5.39074	4.34107	-0.0271933	lidar	0.494809	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67159	1.94138	5.34465	4.3168	-0.0806803	radar	4.07337	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79454	1.65212	5.49486	4.31343	-0.0770053	lidar	1.14643	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91775	1.39835	5.53555	4.29894	-0.0979667	radar	0.311713	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96935	1.18611	5.33678	4.30388	-0.0933848	lidar	5.47631	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05867	0.988608	5.16686	4.29864	-0.0928103	radar	1.14526	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11379	0.772541	5.04753	4.30358	-0.0867722	lidar	3.71483	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.2158	0.450792	5.3329	4.31298	-0.0714751	radar	5.54064	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28861	0.2181	5.26126	4.31536	-0.0675195	lidar	1.53674	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39756	-0.0056035	5.149	4.31476	-0.051203	radar	5.79615	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46604	-0.236338	5.09949	4.31961	-0.0447943	lidar	1.491	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58465	-0.400912	4.98744	4.28885	-0.0922764	radar	3.2814	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71762	-0.574252	4.8839	4.26168	-0.123063	lidar	2.04418	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83379	-0.819322	5.12875	4.24538	-0.153266	radar	5.5645	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93295	-1.10798	5.25567	4.25926	-0.121846	lidar	1.75035	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.0214	-1.38913	5.32521	4.27507	-0.0903206	radar	2.8255	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16148	-1.59407	5.26549	4.25198	-0.115568	lidar	1.13692	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30258	-1.84991	5.52835	4.23218	-0.148039	radar	2.85458	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41334	-2.10913	5.54668	4.23454	-0.135189	lidar	0.347738	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56241	-2.30433	5.37255	4.21067	-0.154043	radar	3.65226	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71446	-2.50968	5.3269	4.18714	-0.175668	lidar	0.616365	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86937	-2.72235	5.31745	4.16623	-0.192263	radar	1.13837	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96238	-3.0001	5.3834	4.18678	-0.151706	lidar	2.17866	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09046	-3.21973	5.26897	4.18117	-0.145433	radar	0.363291	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21503	-3.40272	5.17549	4.1634	-0.16223	lidar	1.54922	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36118	-3.65779	5.25007	4.16285	-0.149774	radar	4.34293	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.5202	-3.77582	5.06986	4.11555	-0.206517	lidar	4.9538	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66526	-3.98605	5.13777	4.1032	-0.211628	radar	0.521445	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81985	-4.21924	5.18614	4.09787	-0.203372	lidar	0.538246	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97107	-4.43856	5.18518	4.09055	-0.198583	radar	0.395938	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13325	-4.68243	5.25413	4.08825	-0.18681	lidar	1.18632	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27375	-4.87578	5.01742	4.0822	-0.176894	radar	1.93305	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40257	-5.09139	5.02171	4.08436	-0.162757	lidar	0.276221	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55228	-5.24474	4.8523	4.06148	-0.18074	radar	2.87155	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73815	-5.44373	4.90169	4.04189	-0.192858	lidar	1.95175	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90025	-5.63853	4.93663	4.03	-0.195872	radar	0.282972	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05372	-5.82353	4.92487	4.01922	-0.197381	lidar	0.0444044	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19498	-5.96782	4.75875	4.00116	-0.20771	radar	4.96028	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36607	-6.06158	4.64381	3.95586	-0.254024	lidar	3.52946	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54577	-6.24512	4.76181	3.94137	-0.256586	radar	1.34441	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68314	-6.46076	4.79484	3.95499	-0.22282	lidar	0.859428	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90926	-6.62447	4.99896	3.91808	-0.256847	radar	7.04454	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1147	-6.79743	5.02923	3.8961	-0.267687	lidar	0.723931	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3013	-6.95785	5.05566	3.87773	-0.274639	radar	0.730924	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5351	-7.15001	5.1446	3.858	-0.280566	lidar	3.78255	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7418	-7.28877	5.11697	3.82937	-0.299157	radar	1.70426	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9921	-7.45945	5.19738	3.80181	-0.313509	lidar	3.46765	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1788	-7.59494	5.04228	3.78365	-0.316823	radar	1.42766	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3233	-7.75044	4.96952	3.78793	-0.292952	lidar	3.15801	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5179	-7.87476	4.91645	3.76544	-0.303063	radar	1.66359	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6928	-7.97733	4.83656	3.74247	-0.313778	lidar	2.76186	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8823	-8.08888	4.66932	3.72015	-0.322292	radar	0.911193	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0919	-8.17761	4.65026	3.68536	-0.345479	lidar	0.501033	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3263	-8.30738	4.96295	3.66489	-0.348066	radar	2.87874	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5303	-8.391	4.90857	3.63503	-0.363961	lidar	1.55289	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.731	-8.47678	4.70695	3.60771	-0.376701	radar	1.44229	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0129	-8.56892	4.81098	3.56522	-0.404751	lidar	4.54322	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2687	-8.66806	4.97716	3.53861	-0.410903	radar	2.70011	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4899	-8.71745	4.92962	3.50126	-0.431966	lidar	1.71006	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6968	-8.76119	4.67659	3.464	-0.454743	radar	3.26358	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9217	-8.87286	4.70587	3.4584	-0.433539	lidar	1.10621	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1858	-8.9583	5.00986	3.43942	-0.425985	radar	2.70655	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4119	-9.07617	5.00953	3.44217	-0.396602	lidar	0.785562	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6385	-9.1471	4.90072	3.42279	-0.397732	radar	0.438829	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9304	-9.14433	4.9725	3.36107	-0.448466	lidar	1.85058	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1934	-9.21466	5.01258	3.34343	-0.442632	radar	4.47385	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4609	-9.33517	5.07679	3.35059	-0.406917	lidar	5.26699	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.696	-9.3699	4.86629	3.32067	-0.423313	radar	1.84277	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9509	-9.4551	4.90624	3.3173	-0.401773	lidar	2.10123	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1979	-9.47007	4.84393	3.28288	-0.421075	radar	1.978	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4463	-9.46168	4.85335	3.24238	-0.444561	lidar	0.547714	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6542	-9.47187	4.74899	3.21827	-0.448034	radar	4.78052	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9428	-9.44963	4.84764	3.17171	-0.477343	lidar	1.7332	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1987	-9.50732	4.9832	3.1755	-0.439509	radar	7.93771	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4624	-9.5238	5.01219	3.15697	-0.435493	lidar	0.49776	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7179	-9.51635	4.94114	3.12747	-0.448356	radar	1.66312	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9738	-9.48113	4.96425	3.09091	-0.465429	lidar	0.223825	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2124	-9.45091	4.87251	3.05811	-0.480576	radar	0.518926	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4017	-9.50233	4.74599	3.07264	-0.433768	lidar	1.867	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6386	-9.49109	4.85574	3.05921	-0.41882	radar	1.8074	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8911	-9.47728	4.87511	3.04179	-0.414773	lidar	0.290006	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1209	-9.43952	4.91336	3.01926	-0.413775	radar	3.83661	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3767	-9.31058	4.97841	2.9534	-0.468094	lidar	3.13068	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6063	-9.23935	4.86059	2.91481	-0.492493	radar	1.13877	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8663	-9.10636	4.95229	2.85507	-0.534817	lidar	1.38307	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1074	-8.99996	4.99658	2.81381	-0.551453	radar	4.92237	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2511	-9.16155	4.62551	2.89666	-0.418671	lidar	13.8895	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4907	-9.1224	4.7159	2.88848	-0.399705	radar	1.67179	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7181	-9.01622	4.7499	2.84824	-0.423877	lidar	0.804704	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9617	-8.93651	4.76429	2.82209	-0.432097	radar	2.59372	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1548	-8.86924	4.69335	2.80406	-0.427021	lidar	1.01067	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3875	-8.78644	4.68253	2.77977	-0.433627	radar	1.99252	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5724	-8.76727	4.55815	2.78644	-0.398908	lidar	1.11131	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.754	-8.64888	4.35586	2.73755	-0.444938	radar	5.7206	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9571	-8.56226	4.36267	2.71624	-0.443951	lidar	0.0301891	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1683	-8.45818	4.50751	2.69676	-0.432961	radar	2.35401	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4108	-8.34135	4.60386	2.67058	-0.439567	lidar	1.63954	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5969	-8.2373	4.52131	2.64473	-0.44769	radar	0.731155	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8619	-7.95555	4.85347	2.55254	-0.532382	lidar	6.78317	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0492	-7.81259	4.70032	2.50832	-0.569183	radar	3.42176	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2875	-7.61693	4.87035	2.46358	-0.589574	lidar	2.28073	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4922	-7.46615	5.00204	2.45069	-0.556199	radar	1.6829	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6528	-7.3339	4.90207	2.43028	-0.546945	lidar	0.771318	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.848	-7.16296	4.97048	2.40528	-0.540119	radar	0.835627	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9959	-7.09839	4.73456	2.41212	-0.499965	lidar	2.17976	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
